P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078064,10.0
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P078074,8.4
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P087073,8.8
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P094059,9.4
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P105067,10.9
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P108081,7.2
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P112071,11.4
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P115089,9.0
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P126087,11.4
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P128077,11.9
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
P144102,10.4
